#time,accel_x,accel_y,accel_z
1074.690470,-444.123565,-9178.553681,-1532.190996
1074.690792,-296.082377,-9400.615463,-1302.362347
1074.691113,-444.123565,-9474.636058,-1378.971896
1074.691435,-666.185348,-9474.636058,-1225.752797
1074.691757,-296.082377,-9326.594869,-1378.971896
1074.692079,0.000000,-9622.677246,-1685.410096
1074.692401,-444.123565,-9400.615463,-1455.581446
1074.692723,-444.123565,-9400.615463,-1455.581446
1074.693045,-370.102971,-9326.594869,-1378.971896
1074.693367,-370.102971,-9178.553681,-1149.143247
1074.693689,-518.144159,-9400.615463,-1608.800546
1074.694010,-592.164754,-9548.656652,-1455.581446
1074.694332,-444.123565,-9474.636058,-1378.971896
1074.694654,-370.102971,-9326.594869,-1225.752797
1074.694976,-444.123565,-9400.615463,-1378.971896
1074.695298,-296.082377,-9326.594869,-2068.457845
1074.695620,-370.102971,-9474.636058,-1532.190996
1074.695942,-296.082377,-9400.615463,-1455.581446
1074.696264,-296.082377,-9474.636058,-1532.190996
1074.696585,-74.020594,-9548.656652,-1455.581446
1074.696907,-444.123565,-9400.615463,-995.924147
1074.697229,-370.102971,-9400.615463,-1685.410096
1074.697551,-222.061783,-9400.615463,-1378.971896
1074.697873,-296.082377,-9400.615463,-1302.362347
1074.698195,-296.082377,-9400.615463,-1762.019645
1074.698517,0.000000,-9622.677246,-1608.800546
1074.698839,-222.061783,-9178.553681,-1225.752797
1074.699160,-296.082377,-9474.636058,-1532.190996
1074.699482,-148.041188,-9326.594869,-1608.800546
1074.699804,-222.061783,-9326.594869,-1225.752797
1074.700126,0.000000,-9474.636058,-1378.971896
1074.700448,0.000000,-9400.615463,-1378.971896
1074.700770,-148.041188,-9400.615463,-1532.190996
1074.701092,0.000000,-9474.636058,-1685.410096
1074.701414,-222.061783,-9696.697840,-1455.581446
1074.701735,-296.082377,-9548.656652,-1378.971896
1074.702057,-148.041188,-9030.512492,-1302.362347
1074.702379,0.000000,-9548.656652,-1378.971896
1074.702701,-148.041188,-9326.594869,-1608.800546
1074.703023,-296.082377,-9252.574275,-1532.190996
1074.703345,-370.102971,-9252.574275,-1378.971896
1074.703667,-444.123565,-9252.574275,-1608.800546
1074.703989,-888.247130,-9030.512492,-1378.971896
1074.704311,-444.123565,-9474.636058,-1302.362347
1074.704632,-222.061783,-9474.636058,-1532.190996
1074.704954,-518.144159,-9400.615463,-1532.190996
1074.705276,-370.102971,-9400.615463,-1455.581446
1074.705598,-518.144159,-9104.533087,-1685.410096
1074.705920,-296.082377,-9104.533087,-1302.362347
1074.706242,-666.185348,-9252.574275,-1532.190996
1074.706564,-444.123565,-9326.594869,-1532.190996
1074.706886,-518.144159,-9548.656652,-1608.800546
1074.707207,-814.226536,-9474.636058,-1302.362347
1074.707529,-666.185348,-9252.574275,-1225.752797
1074.707851,-666.185348,-9326.594869,-1302.362347
1074.708173,-592.164754,-9326.594869,-1685.410096
1074.708495,-370.102971,-9474.636058,-1838.629195
1074.708817,-370.102971,-9326.594869,-1532.190996
1074.709139,-444.123565,-9326.594869,-1072.533697
1074.709461,-370.102971,-9548.656652,-1455.581446
1074.709782,-518.144159,-9474.636058,-1378.971896
1074.710104,-444.123565,-9548.656652,-1455.581446
1074.710426,-444.123565,-9548.656652,-1302.362347
1074.710748,-592.164754,-9104.533087,-995.924147
1074.711070,-370.102971,-9178.553681,-1225.752797
1074.711392,-518.144159,-9326.594869,-1532.190996
1074.711714,-444.123565,-9252.574275,-1455.581446
1074.712036,-296.082377,-9252.574275,-1378.971896
1074.712358,-444.123565,-9030.512492,-1302.362347
1074.712679,-592.164754,-9252.574275,-919.314598
1074.713001,-222.061783,-9326.594869,-1302.362347
1074.713323,-518.144159,-9252.574275,-1225.752797
1074.713645,-370.102971,-9252.574275,-1302.362347
1074.713967,-296.082377,-9474.636058,-1302.362347
1074.714289,-444.123565,-8956.491898,-1378.971896
1074.714611,-518.144159,-9252.574275,-1378.971896
1074.714933,-370.102971,-9474.636058,-1302.362347
1074.715254,-296.082377,-9474.636058,-1378.971896
1074.715576,-148.041188,-9474.636058,-1302.362347
1074.715898,0.000000,-9104.533087,-1072.533697
1074.716220,-296.082377,-9474.636058,-1455.581446
1074.716542,-296.082377,-9178.553681,-1302.362347
1074.716864,0.000000,-9178.553681,-1455.581446
1074.717186,-370.102971,-9178.553681,-1302.362347
1074.717508,-222.061783,-9474.636058,-1532.190996
1074.717829,0.000000,-9474.636058,-1685.410096
1074.718151,-296.082377,-9474.636058,-1455.581446
1074.718473,-222.061783,-9400.615463,-1225.752797
1074.718795,-222.061783,-9474.636058,-1302.362347
1074.719117,-222.061783,-9474.636058,-1532.190996
1074.719439,-148.041188,-9178.553681,-1149.143247
1074.719761,0.000000,-9474.636058,-1838.629195
1074.720083,0.000000,-9474.636058,-1838.629195
