#time,accel_x,accel_y,accel_z
425.544230,-370.102971,-9770.718434,-1608.800546
425.544552,-444.123565,-9474.636058,-1685.410096
425.544875,0.000000,-9252.574275,-1685.410096
425.545198,0.000000,-8956.491898,-1608.800546
425.545520,-222.061783,-8882.471304,-1455.581446
425.545843,74.020594,-9252.574275,-1685.410096
425.546166,-444.123565,-9400.615463,-1762.019645
425.546488,-592.164754,-9918.759623,-1685.410096
425.546811,-592.164754,-9844.739029,-1838.629195
425.547134,-296.082377,-9548.656652,-1378.971896
425.547456,-296.082377,-9326.594869,-1378.971896
425.547779,-222.061783,-9030.512492,-1532.190996
425.548102,0.000000,-8808.450710,-1532.190996
425.548424,-222.061783,-9030.512492,-1532.190996
425.548747,-370.102971,-9474.636058,-1762.019645
425.549070,0.000000,-9696.697840,-1762.019645
425.549392,-444.123565,-9844.739029,-1378.971896
425.549715,-370.102971,-9622.677246,-1762.019645
425.550038,-370.102971,-9474.636058,-1685.410096
425.550361,-222.061783,-9178.553681,-1608.800546
425.550683,-370.102971,-8956.491898,-1838.629195
425.551006,-518.144159,-8660.409521,-1762.019645
425.551329,-444.123565,-9252.574275,-1532.190996
425.551651,-518.144159,-9548.656652,-1608.800546
425.551974,-592.164754,-9696.697840,-1762.019645
425.552297,-592.164754,-9696.697840,-1072.533697
425.552619,-222.061783,-9178.553681,-1455.581446
425.552942,0.000000,-9400.615463,-1762.019645
425.553265,0.000000,-9252.574275,-1532.190996
425.553587,-148.041188,-8956.491898,-1608.800546
425.553910,-370.102971,-9178.553681,-1915.238745
425.554233,-444.123565,-9474.636058,-1991.848295
425.554555,-518.144159,-9622.677246,-2145.067394
425.554878,-444.123565,-9622.677246,-1608.800546
425.555201,-296.082377,-9474.636058,-1378.971896
425.555523,-370.102971,-9252.574275,-1225.752797
425.555846,-518.144159,-8956.491898,-1685.410096
425.556169,-222.061783,-9252.574275,-1455.581446
425.556491,-370.102971,-9104.533087,-1455.581446
425.556814,-518.144159,-9178.553681,-1608.800546
425.557137,-444.123565,-9474.636058,-1608.800546
425.557459,-592.164754,-9548.656652,-1302.362347
425.557782,222.061783,-9770.718434,-1532.190996
425.558105,-370.102971,-9474.636058,-1532.190996
425.558428,-370.102971,-9030.512492,-1532.190996
425.558750,-518.144159,-9178.553681,-1608.800546
425.559073,-296.082377,-9104.533087,-1608.800546
425.559396,-370.102971,-9474.636058,-1072.533697
425.559718,-740.205942,-9622.677246,-1072.533697
425.560041,-592.164754,-9474.636058,-1532.190996
425.560364,-518.144159,-9548.656652,-1608.800546
425.560686,-296.082377,-9474.636058,-1685.410096
425.561009,-296.082377,-9178.553681,-1762.019645
425.561332,-296.082377,-9030.512492,-1455.581446
425.561654,0.000000,-9326.594869,-1685.410096
425.561977,-296.082377,-9252.574275,-1608.800546
425.562300,-444.123565,-9400.615463,-1762.019645
425.562622,-444.123565,-9474.636058,-1762.019645
425.562945,-370.102971,-9252.574275,-1685.410096
425.563268,-296.082377,-9548.656652,-1608.800546
425.563590,-296.082377,-9030.512492,-1225.752797
425.563913,-148.041188,-9104.533087,-1608.800546
425.564236,-296.082377,-9030.512492,-1302.362347
425.564558,0.000000,-8808.450710,-1608.800546
425.564881,-370.102971,-9252.574275,-2145.067394
