#time,accel_x,accel_y,accel_z
415.141329,-592.164754,-9400.615463,-1685.410096
415.141650,-370.102971,-9400.615463,-1302.362347
415.141972,-518.144159,-9474.636058,-1685.410096
415.142293,-518.144159,-9178.553681,-1915.238745
415.142615,-370.102971,-9252.574275,-1915.238745
415.142937,-296.082377,-9178.553681,-2145.067394
415.143258,-444.123565,-9548.656652,-1762.019645
415.143580,-444.123565,-9696.697840,-1608.800546
415.143901,-740.205942,-9844.739029,-1762.019645
415.144223,-592.164754,-9770.718434,-1762.019645
415.144544,-666.185348,-9474.636058,-1915.238745
415.144866,-518.144159,-9178.553681,-2374.896044
415.145188,0.000000,-9474.636058,-1685.410096
415.145509,-296.082377,-9030.512492,-1685.410096
415.145831,-296.082377,-9326.594869,-1685.410096
415.146152,-296.082377,-9548.656652,-1532.190996
415.146474,-814.226536,-9400.615463,-1302.362347
415.146796,-148.041188,-9770.718434,-1302.362347
415.147117,-444.123565,-9474.636058,-1302.362347
415.147439,-370.102971,-9326.594869,-1378.971896
415.147760,-296.082377,-9400.615463,-1378.971896
415.148082,-148.041188,-9178.553681,-1532.190996
415.148403,-148.041188,-9474.636058,-1302.362347
415.148725,-296.082377,-9474.636058,-1455.581446
415.149047,-444.123565,-9400.615463,-1302.362347
415.149368,-296.082377,-9474.636058,-1225.752797
415.149690,-296.082377,-9252.574275,-1072.533697
415.150011,-370.102971,-8956.491898,-1072.533697
415.150333,0.000000,-9178.553681,-1455.581446
415.150655,0.000000,-9252.574275,-1149.143247
415.150976,0.000000,-9326.594869,-1149.143247
415.151298,0.000000,-9178.553681,-1225.752797
415.151619,-148.041188,-9326.594869,-1455.581446
415.151941,-370.102971,-9252.574275,-1532.190996
415.152263,0.000000,-9474.636058,-1149.143247
415.152584,-296.082377,-9326.594869,-995.924147
415.152906,-370.102971,-9104.533087,-1072.533697
415.153227,-296.082377,-9252.574275,-995.924147
415.153549,-222.061783,-8956.491898,-1302.362347
415.153870,0.000000,-9326.594869,-1378.971896
415.154192,-370.102971,-8956.491898,-1302.362347
415.154514,-370.102971,-9252.574275,-1302.362347
415.154835,-296.082377,-9252.574275,-1378.971896
415.155157,-222.061783,-9326.594869,-919.314598
415.155478,-518.144159,-9400.615463,-1225.752797
415.155800,-740.205942,-9474.636058,-1378.971896
415.156122,-740.205942,-9548.656652,-1225.752797
415.156443,-592.164754,-9474.636058,-1378.971896
415.156765,-666.185348,-9252.574275,-995.924147
415.157086,-740.205942,-9178.553681,-1072.533697
415.157408,-444.123565,-9474.636058,-1608.800546
415.157729,-666.185348,-9326.594869,-1608.800546
415.158051,-666.185348,-9400.615463,-1608.800546
415.158373,-592.164754,-9474.636058,-1532.190996
415.158694,-370.102971,-9770.718434,-1072.533697
415.159016,-666.185348,-9548.656652,-1608.800546
415.159337,-518.144159,-9548.656652,-1685.410096
415.159659,-444.123565,-9400.615463,-1455.581446
415.159981,-296.082377,-9400.615463,-1685.410096
415.160302,-518.144159,-9400.615463,-2068.457845
415.160624,-518.144159,-9252.574275,-1608.800546
415.160945,-444.123565,-9548.656652,-2145.067394
415.161267,-518.144159,-9548.656652,-1762.019645
415.161588,-444.123565,-9622.677246,-1532.190996
415.161910,0.000000,-9400.615463,-1838.629195
415.162232,1036.288319,-9474.636058,-1991.848295
415.162553,1184.329507,-9474.636058,-1762.019645
415.162875,962.267725,-9400.615463,-1072.533697
415.163196,666.185348,-9104.533087,-766.095498
415.163518,148.041188,-8882.471304,-1225.752797
415.163840,74.020594,-9474.636058,-1838.629195
415.164161,-592.164754,-9696.697840,-1915.238745
415.164483,-1258.350101,-9400.615463,-1838.629195
415.164804,-814.226536,-9178.553681,-2145.067394
415.165126,148.041188,-9622.677246,-2145.067394
415.165448,444.123565,-10066.800811,-1608.800546
415.165769,518.144159,-9918.759623,-612.876398
415.166091,518.144159,-9252.574275,-1378.971896
415.166412,1480.411884,-9622.677246,-2221.676944
415.166734,2146.597232,-10658.965565,-1838.629195
415.167055,1406.391290,-10140.821405,-995.924147
415.167377,1184.329507,-8438.347739,0.000000
415.167699,2590.720797,-8882.471304,-919.314598
415.168020,3627.009116,-9548.656652,-1225.752797
415.168342,3182.885551,-8956.491898,-383.047749
415.168663,2516.700203,-8068.244768,0.000000
415.168985,2886.803174,-8290.306550,0.000000
415.169307,3775.050304,-8660.409521,-766.095498
415.169628,3034.844362,-9400.615463,-995.924147
415.169950,2812.782580,-8808.450710,-612.876398
415.170271,3256.906145,-8586.388927,-1838.629195
415.170593,4219.173869,-9252.574275,-2451.505594
415.170914,4589.276840,-10510.924376,-1302.362347
415.171236,3849.070898,-10140.821405,-1378.971896
415.171558,3627.009116,-9770.718434,-1455.581446
415.171879,4145.153275,-10732.986159,-1532.190996
415.172201,4515.256246,-10658.965565,-1455.581446
415.172522,3849.070898,-9474.636058,-2221.676944
415.172844,2960.823768,-8438.347739,-1685.410096
415.173166,3330.926739,-8808.450710,-1072.533697
415.173487,3627.009116,-8512.368333,-1225.752797
415.173809,3997.112087,-8364.327145,-1762.019645
415.174130,4219.173869,-8734.430116,-1225.752797
415.174452,5181.441594,-9178.553681,-995.924147
415.174773,5477.523971,-8956.491898,-1072.533697
415.175095,5551.544565,-8956.491898,-1608.800546
415.175417,5181.441594,-8882.471304,-1378.971896
415.175738,3775.050304,-9770.718434,-2298.286494
415.176060,2590.720797,-10881.027347,-2911.162892
415.176381,1036.288319,-11917.315666,-2068.457845
415.176703,0.000000,-13027.624579,-1149.143247
415.177025,-444.123565,-12879.583391,-459.657299
415.177346,-518.144159,-12583.501014,0.000000
415.177668,0.000000,-12065.356855,536.266849
415.177989,222.061783,-10066.800811,1378.971896
415.178311,518.144159,-8586.388927,1608.800546
415.178633,74.020594,-7105.977043,2068.457845
415.178954,-666.185348,-5921.647536,842.705048
415.179276,-962.267725,-5329.482782,-766.095498
415.179597,-592.164754,-4737.318029,-1838.629195
415.179919,962.267725,-4737.318029,-2604.724693
415.180240,2812.782580,-5033.400406,-3753.867940
415.180562,4959.379811,-6513.812290,-4749.792088
415.180884,6291.750507,-8808.450710,-4673.182538
415.181205,6661.853478,-10881.027347,-4443.353888
415.181527,5921.647536,-13397.727550,-4443.353888
415.181848,5773.606348,-14804.118840,-3600.648841
415.182170,5699.585753,-15026.180623,-2987.772442
415.182492,4663.297435,-13915.871710,-1149.143247
415.182813,2738.761985,-11843.295072,995.924147
415.183135,1776.494261,-9992.780217,2451.505594
415.183456,1480.411884,-7994.224174,2528.115143
415.183778,1554.432478,-5995.668130,2451.505594
415.184099,592.164754,-4589.276840,3294.210641
415.184421,74.020594,-4145.153275,3294.210641
415.184743,0.000000,-4219.173869,1991.848295
415.185064,444.123565,-6069.688724,-306.438199
415.185386,1184.329507,-6513.812290,-842.705048
415.185707,1036.288319,-7624.121203,-3064.381992
