#time,accel_x,accel_y,accel_z
540.787355,-518.144159,-9400.615463,-1455.581446
540.787678,-814.226536,-9400.615463,-1378.971896
540.788000,-666.185348,-9474.636058,-1149.143247
540.788323,0.000000,-9400.615463,-1149.143247
540.788645,0.000000,-9474.636058,-1378.971896
540.788968,-222.061783,-9474.636058,-1455.581446
540.789290,-370.102971,-9400.615463,-1149.143247
540.789612,-370.102971,-9474.636058,-1072.533697
540.789935,-444.123565,-9400.615463,-919.314598
540.790257,-148.041188,-9252.574275,-1762.019645
540.790580,-296.082377,-9474.636058,-1455.581446
540.790902,-148.041188,-9548.656652,-1455.581446
540.791224,-148.041188,-9252.574275,-1072.533697
540.791547,-222.061783,-9326.594869,-1302.362347
540.791869,-222.061783,-9030.512492,-1532.190996
540.792192,-296.082377,-9252.574275,-1302.362347
540.792514,-444.123565,-9400.615463,-1455.581446
540.792837,-592.164754,-9400.615463,-1378.971896
540.793159,-592.164754,-9178.553681,-1225.752797
540.793481,0.000000,-9030.512492,-1685.410096
540.793804,-222.061783,-9104.533087,-2221.676944
540.794126,-222.061783,-9104.533087,-1532.190996
540.794449,-296.082377,-9326.594869,-1302.362347
540.794771,-592.164754,-9252.574275,-1532.190996
540.795093,-370.102971,-9326.594869,-1608.800546
540.795416,-518.144159,-9252.574275,-1685.410096
540.795738,-296.082377,-9178.553681,-1915.238745
540.796061,-592.164754,-9030.512492,-1915.238745
540.796383,-370.102971,-9326.594869,-1838.629195
540.796706,-444.123565,-9030.512492,-1762.019645
540.797028,-222.061783,-9030.512492,-1762.019645
540.797350,-148.041188,-9326.594869,-1762.019645
540.797673,-370.102971,-9474.636058,-1838.629195
540.797995,-370.102971,-9474.636058,-2068.457845
540.798318,-444.123565,-9474.636058,-1762.019645
540.798640,-444.123565,-9326.594869,-1991.848295
540.798963,-296.082377,-9326.594869,-2451.505594
540.799285,-296.082377,-9474.636058,-2068.457845
540.799607,-444.123565,-9548.656652,-1762.019645
540.799930,-296.082377,-9622.677246,-1991.848295
540.800252,-592.164754,-9548.656652,-1991.848295
540.800575,-592.164754,-9400.615463,-1762.019645
540.800897,-592.164754,-9252.574275,-1532.190996
540.801219,-444.123565,-9474.636058,-1838.629195
540.801542,-370.102971,-9548.656652,-1838.629195
540.801864,-222.061783,-9474.636058,-1608.800546
540.802187,0.000000,-9178.553681,-1991.848295
540.802509,-518.144159,-9326.594869,-1532.190996
540.802832,-666.185348,-9696.697840,-1915.238745
540.803154,-666.185348,-9548.656652,-1915.238745
540.803476,-518.144159,-9622.677246,-1532.190996
540.803799,0.000000,-9474.636058,-1685.410096
540.804121,888.247130,-9104.533087,-2068.457845
540.804444,2220.617826,-9548.656652,-1915.238745
540.804766,2590.720797,-9474.636058,-919.314598
540.805088,1850.514855,-8734.430116,0.000000
540.805411,740.205942,-8438.347739,-766.095498
540.805733,0.000000,-9030.512492,-2451.505594
540.806056,-1036.288319,-9770.718434,-2451.505594
540.806378,-2886.803174,-9474.636058,-1762.019645
540.806701,-3701.029710,-9474.636058,-1915.238745
540.807023,-2738.761985,-9030.512492,-2374.896044
540.807345,-296.082377,-9696.697840,-2298.286494
540.807668,2220.617826,-10658.965565,-1072.533697
540.807990,2812.782580,-10214.842000,76.609550
540.808313,2146.597232,-8808.450710,689.485948
540.808635,1406.391290,-8660.409521,-306.438199
540.808957,1998.556043,-9252.574275,-1838.629195
540.809280,2146.597232,-9474.636058,-1762.019645
540.809602,1332.370696,-9104.533087,-919.314598
540.809925,148.041188,-7402.059420,306.438199
540.810247,814.226536,-7105.977043,0.000000
540.810570,2220.617826,-8660.409521,-2145.067394
540.810892,2294.638420,-10066.800811,-1532.190996
540.811214,-444.123565,-9474.636058,459.657299
540.811537,-1554.432478,-9178.553681,-689.485948
540.811859,-666.185348,-9400.615463,-3217.601092
540.812182,222.061783,-9252.574275,-3677.258390
540.812504,518.144159,-9992.780217,-1378.971896
540.812826,962.267725,-11029.068536,-1532.190996
540.813149,1850.514855,-9548.656652,-1838.629195
540.813471,3404.947333,-9696.697840,-2221.676944
540.813794,4367.215058,-11325.150913,-766.095498
540.814116,4219.173869,-11843.295072,-383.047749
540.814439,2590.720797,-9548.656652,-1378.971896
540.814761,1998.556043,-7920.203579,-919.314598
540.815083,2590.720797,-8068.244768,-1072.533697
540.815406,2664.741391,-8438.347739,-1455.581446
540.815728,2146.597232,-7698.141797,-1608.800546
540.816051,1258.350101,-7402.059420,-1072.533697
540.816373,1998.556043,-9696.697840,-1072.533697
540.816695,2738.761985,-11177.109724,-1225.752797
540.817018,2738.761985,-9844.739029,-1685.410096
540.817340,2072.576638,-9252.574275,-2451.505594
540.817663,2738.761985,-9548.656652,-1532.190996
540.817985,3627.009116,-9548.656652,-1685.410096
540.818308,3182.885551,-9178.553681,-2681.334243
540.818630,2368.659014,-9474.636058,-2298.286494
540.818952,2368.659014,-10510.924376,-1302.362347
540.819275,2960.823768,-10510.924376,-1072.533697
540.819597,2886.803174,-10436.903782,-2145.067394
540.819920,2146.597232,-9474.636058,-1532.190996
540.820242,1850.514855,-8586.388927,-842.705048
540.820565,1702.473667,-7254.018232,-766.095498
540.820887,740.205942,-7179.997637,-1608.800546
540.821209,-148.041188,-8068.244768,-1685.410096
