#time,accel_x,accel_y,accel_z
368.905584,0.000000,-9030.512492,-1608.800546
368.905906,-148.041188,-9252.574275,-1378.971896
368.906228,-296.082377,-9622.677246,-1378.971896
368.906550,-370.102971,-9474.636058,-1532.190996
368.906872,-444.123565,-9474.636058,-1608.800546
368.907193,-370.102971,-9326.594869,-1149.143247
368.907515,-296.082377,-9326.594869,-1149.143247
368.907837,-296.082377,-9400.615463,-1455.581446
368.908159,-444.123565,-9474.636058,-1455.581446
368.908481,-592.164754,-9474.636058,-1378.971896
368.908802,-592.164754,-9474.636058,-1838.629195
368.909124,-444.123565,-9844.739029,-1532.190996
368.909446,-814.226536,-9178.553681,-1302.362347
368.909768,-666.185348,-9474.636058,-1532.190996
368.910090,-740.205942,-9474.636058,-1532.190996
368.910411,-444.123565,-9474.636058,-1838.629195
368.910733,-518.144159,-9474.636058,-1072.533697
368.911055,-296.082377,-9474.636058,-1455.581446
368.911377,-518.144159,-9474.636058,-1378.971896
368.911699,-740.205942,-9474.636058,-1532.190996
368.912021,-518.144159,-9474.636058,-1762.019645
368.912342,-444.123565,-9400.615463,-1762.019645
368.912664,-370.102971,-9326.594869,-1302.362347
368.912986,-444.123565,-9400.615463,-1685.410096
368.913308,-666.185348,-9474.636058,-1532.190996
368.913630,-592.164754,-9474.636058,-1685.410096
368.913951,-444.123565,-9474.636058,-1455.581446
368.914273,-518.144159,-9178.553681,-842.705048
368.914595,-444.123565,-9326.594869,-1149.143247
368.914917,0.000000,-9326.594869,-1532.190996
368.915239,-370.102971,-9178.553681,-1455.581446
368.915561,-444.123565,-9400.615463,-1225.752797
368.915882,-370.102971,-9474.636058,-1378.971896
368.916204,-74.020594,-9326.594869,-1685.410096
368.916526,-370.102971,-9400.615463,-1072.533697
368.916848,-296.082377,-9252.574275,-1149.143247
368.917170,-296.082377,-9252.574275,-1455.581446
368.917491,0.000000,-9326.594869,-1149.143247
368.917813,-370.102971,-9104.533087,-1072.533697
368.918135,0.000000,-9178.553681,-1225.752797
368.918457,-222.061783,-9474.636058,-1225.752797
368.918779,-296.082377,-9474.636058,-1149.143247
368.919100,-74.020594,-9548.656652,-1302.362347
368.919422,0.000000,-9252.574275,-1072.533697
368.919744,0.000000,-9030.512492,-1378.971896
368.920066,-148.041188,-8956.491898,-1225.752797
368.920388,0.000000,-9104.533087,-1532.190996
368.920710,-148.041188,-9178.553681,-1302.362347
368.921031,-296.082377,-9252.574275,-1378.971896
368.921353,-518.144159,-9252.574275,-1149.143247
368.921675,-296.082377,-9474.636058,-1302.362347
368.921997,-222.061783,-9474.636058,-1455.581446
368.922319,-518.144159,-9326.594869,-1532.190996
368.922640,-444.123565,-9252.574275,-1378.971896
368.922962,-444.123565,-9178.553681,-995.924147
368.923284,-148.041188,-9474.636058,-1608.800546
368.923606,-518.144159,-9400.615463,-1532.190996
368.923928,-592.164754,-9474.636058,-1532.190996
368.924250,-666.185348,-9474.636058,-1455.581446
368.924571,-666.185348,-9474.636058,-1532.190996
368.924893,-444.123565,-9104.533087,-2145.067394
368.925215,-444.123565,-9474.636058,-1532.190996
368.925537,-444.123565,-9178.553681,-1455.581446
368.925859,74.020594,-9252.574275,-1532.190996
368.926180,814.226536,-9622.677246,-1838.629195
