#time,accel_x,accel_y,accel_z
352.879552,-888.247130,-9400.615463,-1762.019645
352.879874,-592.164754,-9400.615463,-1532.190996
352.880197,-444.123565,-9622.677246,-1302.362347
352.880519,-888.247130,-8956.491898,-1225.752797
352.880841,-370.102971,-9548.656652,-1455.581446
352.881163,-444.123565,-9474.636058,-1608.800546
352.881485,-444.123565,-9252.574275,-1532.190996
352.881807,-592.164754,-9474.636058,-1225.752797
352.882129,-222.061783,-9400.615463,-612.876398
352.882451,-296.082377,-9474.636058,-1149.143247
352.882773,-370.102971,-9252.574275,-1225.752797
352.883095,-148.041188,-9326.594869,-1072.533697
352.883417,0.000000,-9252.574275,-1149.143247
352.883739,-370.102971,-9030.512492,-1149.143247
352.884061,-444.123565,-8956.491898,-1455.581446
352.884383,-296.082377,-9400.615463,-1072.533697
352.884705,-444.123565,-9400.615463,-842.705048
352.885027,-222.061783,-9252.574275,-1072.533697
352.885349,-296.082377,-9326.594869,-1149.143247
352.885671,0.000000,-8808.450710,-1378.971896
352.885993,0.000000,-9252.574275,-1455.581446
352.886315,0.000000,-9252.574275,-1072.533697
352.886637,-370.102971,-9400.615463,-995.924147
352.886959,-222.061783,-9400.615463,-1149.143247
352.887281,-222.061783,-9400.615463,-842.705048
352.887603,-148.041188,-9252.574275,-919.314598
352.887925,0.000000,-9104.533087,-1302.362347
352.888247,0.000000,-9030.512492,-1302.362347
352.888569,0.000000,-9178.553681,-1149.143247
352.888891,-296.082377,-9326.594869,-1225.752797
352.889213,-296.082377,-9400.615463,-1225.752797
352.889535,74.020594,-9548.656652,-1685.410096
352.889857,-370.102971,-9474.636058,-1225.752797
352.890179,-222.061783,-9400.615463,-1532.190996
352.890501,-148.041188,-9400.615463,-1685.410096
352.890824,0.000000,-8956.491898,-1149.143247
352.891146,-370.102971,-9030.512492,-1685.410096
352.891468,-222.061783,-9400.615463,-1685.410096
352.891790,-592.164754,-9400.615463,-1455.581446
352.892112,-592.164754,-9696.697840,-1455.581446
352.892434,-444.123565,-9474.636058,-1532.190996
352.892756,-814.226536,-9622.677246,-1455.581446
352.893078,-592.164754,-9400.615463,-1762.019645
352.893400,-592.164754,-9326.594869,-1991.848295
352.893722,-666.185348,-9326.594869,-2068.457845
