#time,accel_x,accel_y,accel_z
143.510848,-518.144159,-9474.636058,-1455.581446
143.511170,-444.123565,-9474.636058,-1378.971896
143.511492,-370.102971,-9474.636058,-1685.410096
143.511813,-222.061783,-9474.636058,-1608.800546
143.512135,-222.061783,-9252.574275,-1762.019645
143.512457,-518.144159,-9474.636058,-1455.581446
143.512779,-296.082377,-9400.615463,-1685.410096
143.513100,-370.102971,-9326.594869,-1608.800546
143.513422,-222.061783,-9030.512492,-1225.752797
143.513744,-296.082377,-9178.553681,-1762.019645
143.514065,-296.082377,-9400.615463,-1838.629195
143.514387,-370.102971,-9474.636058,-1685.410096
143.514709,-444.123565,-9252.574275,-1608.800546
143.515031,-148.041188,-9104.533087,-1378.971896
143.515352,-592.164754,-9252.574275,-1762.019645
143.515674,-592.164754,-9178.553681,-1455.581446
143.515996,-592.164754,-9178.553681,-1302.362347
143.516317,-444.123565,-9178.553681,-1608.800546
143.516639,-148.041188,-9474.636058,-1378.971896
143.516961,-444.123565,-8808.450710,-995.924147
143.517283,-296.082377,-9400.615463,-1302.362347
143.517604,-370.102971,-9474.636058,-1455.581446
143.517926,-444.123565,-9400.615463,-1378.971896
143.518248,-296.082377,-9474.636058,-1302.362347
143.518569,-222.061783,-9400.615463,-1455.581446
143.518891,148.041188,-9400.615463,-1685.410096
143.519213,-518.144159,-9326.594869,-1302.362347
143.519535,-296.082377,-9474.636058,-1302.362347
143.519856,-222.061783,-9400.615463,-1455.581446
143.520178,-370.102971,-9326.594869,-1532.190996
143.520500,-518.144159,-9178.553681,-1532.190996
143.520821,0.000000,-9474.636058,-1685.410096
143.521143,-370.102971,-9252.574275,-1302.362347
143.521465,-444.123565,-9252.574275,-1455.581446
143.521787,-370.102971,-9178.553681,-1378.971896
143.522108,-370.102971,-9252.574275,-1378.971896
143.522430,0.000000,-9474.636058,-1915.238745
143.522752,-444.123565,-9474.636058,-1532.190996
143.523073,-370.102971,-9400.615463,-1608.800546
143.523395,-592.164754,-9474.636058,-1532.190996
143.523717,-518.144159,-9548.656652,-1378.971896
143.524039,-296.082377,-9400.615463,-1072.533697
143.524360,-370.102971,-9252.574275,-1685.410096
143.524682,-370.102971,-9326.594869,-1532.190996
143.525004,-518.144159,-9400.615463,-1608.800546
143.525325,-592.164754,-9474.636058,-1455.581446
143.525647,-592.164754,-9474.636058,-1838.629195
143.525969,-296.082377,-9400.615463,-1532.190996
143.526291,-444.123565,-9326.594869,-1378.971896
143.526612,-296.082377,-9326.594869,-1225.752797
143.526934,-296.082377,-9252.574275,-1378.971896
143.527256,-296.082377,-9326.594869,-995.924147
