#time,accel_x,accel_y,accel_z
255.971908,-222.061783,-9104.533087,-1225.752797
255.972230,0.000000,-9326.594869,-1149.143247
255.972553,-222.061783,-9474.636058,-1225.752797
255.972875,-296.082377,-9400.615463,-1072.533697
255.973198,-370.102971,-9474.636058,-1225.752797
255.973520,-222.061783,-9474.636058,-1455.581446
255.973843,-222.061783,-9178.553681,-1302.362347
255.974165,-296.082377,-9400.615463,-1225.752797
255.974488,-592.164754,-9104.533087,-1149.143247
255.974810,-370.102971,-9104.533087,-1225.752797
255.975132,-444.123565,-9104.533087,-1378.971896
255.975455,-370.102971,-8956.491898,-1302.362347
255.975777,-222.061783,-9252.574275,-1378.971896
255.976100,-296.082377,-9252.574275,-1302.362347
255.976422,-296.082377,-9252.574275,-1455.581446
255.976745,-370.102971,-9400.615463,-1532.190996
255.977067,0.000000,-9474.636058,-1915.238745
255.977389,-222.061783,-9178.553681,-1149.143247
255.977712,-370.102971,-9326.594869,-1685.410096
255.978034,-148.041188,-9326.594869,-1608.800546
255.978357,-222.061783,-9474.636058,-1532.190996
255.978679,-222.061783,-9252.574275,-1838.629195
255.979002,-370.102971,-8956.491898,-1685.410096
255.979324,-370.102971,-9474.636058,-1685.410096
255.979647,-296.082377,-9474.636058,-1608.800546
255.979969,-296.082377,-9326.594869,-1991.848295
255.980291,-296.082377,-9474.636058,-1838.629195
255.980614,-296.082377,-9400.615463,-1838.629195
255.980936,-148.041188,-9326.594869,-1532.190996
255.981259,-296.082377,-9622.677246,-1685.410096
255.981581,-222.061783,-9622.677246,-1915.238745
255.981904,-444.123565,-9474.636058,-1838.629195
255.982226,-740.205942,-9326.594869,-2068.457845
255.982548,-592.164754,-8734.430116,-1455.581446
255.982871,-592.164754,-9252.574275,-1915.238745
255.983193,-296.082377,-9104.533087,-1915.238745
255.983516,-444.123565,-9326.594869,-2068.457845
255.983838,-444.123565,-9326.594869,-2298.286494
255.984161,-148.041188,-9326.594869,-2298.286494
255.984483,-296.082377,-9770.718434,-1838.629195
255.984806,-740.205942,-9474.636058,-1762.019645
255.985128,-592.164754,-9474.636058,-2145.067394
255.985450,-370.102971,-9326.594869,-2145.067394
255.985773,-222.061783,-9474.636058,-1762.019645
255.986095,-518.144159,-9474.636058,-1991.848295
255.986418,-296.082377,-9474.636058,-1915.238745
255.986740,-592.164754,-9474.636058,-1762.019645
255.987063,-518.144159,-9474.636058,-1838.629195
255.987385,-518.144159,-9474.636058,-1685.410096
255.987707,-222.061783,-9178.553681,-1378.971896
255.988030,-444.123565,-9326.594869,-1532.190996
255.988352,-444.123565,-9104.533087,-1762.019645
255.988675,-296.082377,-9178.553681,-1532.190996
255.988997,-666.185348,-9400.615463,-1455.581446
255.989320,-444.123565,-9474.636058,-1149.143247
255.989642,-444.123565,-9696.697840,-1532.190996
255.989965,-518.144159,-9548.656652,-1302.362347
255.990287,-592.164754,-9474.636058,-1225.752797
