#time,accel_x,accel_y,accel_z
253.151786,-518.144159,-9474.636058,-1378.971896
253.152108,-814.226536,-9252.574275,-1225.752797
253.152429,-666.185348,-9400.615463,-1225.752797
253.152751,-814.226536,-9548.656652,-919.314598
253.153073,-444.123565,-9400.615463,-1225.752797
253.153394,-444.123565,-9400.615463,-1225.752797
253.153716,-296.082377,-9400.615463,-1225.752797
253.154038,-444.123565,-9474.636058,-1455.581446
253.154359,-222.061783,-9326.594869,-919.314598
253.154681,0.000000,-10066.800811,-1685.410096
253.155003,-296.082377,-9400.615463,-1685.410096
253.155324,-296.082377,-9400.615463,-1302.362347
253.155646,-222.061783,-9400.615463,-1378.971896
253.155968,0.000000,-9326.594869,-1455.581446
253.156289,0.000000,-9252.574275,-1455.581446
253.156611,-222.061783,-9252.574275,-1838.629195
253.156933,-370.102971,-9474.636058,-1608.800546
253.157254,-370.102971,-9474.636058,-1608.800546
253.157576,-222.061783,-9548.656652,-1532.190996
253.157898,-148.041188,-9474.636058,-1149.143247
253.158219,0.000000,-9326.594869,-1608.800546
253.158541,0.000000,-9252.574275,-1685.410096
253.158863,0.000000,-9252.574275,-1838.629195
253.159184,-296.082377,-9326.594869,-1762.019645
253.159506,-222.061783,-9400.615463,-1685.410096
253.159827,-370.102971,-9326.594869,-1225.752797
253.160149,-518.144159,-9474.636058,-1532.190996
253.160471,-444.123565,-9474.636058,-1532.190996
253.160792,-148.041188,-9474.636058,-1532.190996
253.161114,-370.102971,-9400.615463,-1685.410096
253.161436,0.000000,-9474.636058,-1685.410096
253.161757,-296.082377,-9030.512492,-1838.629195
253.162079,-296.082377,-9400.615463,-1762.019645
253.162401,-444.123565,-9252.574275,-1685.410096
253.162722,-296.082377,-9474.636058,-1532.190996
253.163044,-370.102971,-9252.574275,-2068.457845
253.163366,-222.061783,-9030.512492,-1378.971896
253.163687,0.000000,-9400.615463,-1378.971896
253.164009,-444.123565,-9474.636058,-1378.971896
253.164331,-370.102971,-9400.615463,-1532.190996
253.164652,-444.123565,-9326.594869,-1225.752797
253.164974,0.000000,-9400.615463,-1532.190996
253.165296,-888.247130,-9104.533087,-1378.971896
253.165617,-592.164754,-9400.615463,-1532.190996
253.165939,-444.123565,-9474.636058,-1532.190996
253.166261,-444.123565,-9400.615463,-1378.971896
253.166582,-370.102971,-9400.615463,-1915.238745
253.166904,-518.144159,-9400.615463,-1455.581446
253.167226,-592.164754,-9474.636058,-1455.581446
253.167547,-592.164754,-9474.636058,-1225.752797
253.167869,-444.123565,-9252.574275,-1302.362347
253.168191,-444.123565,-9252.574275,-1302.362347
253.168512,-592.164754,-9104.533087,-1608.800546
253.168834,-518.144159,-9326.594869,-1149.143247
253.169156,-592.164754,-9326.594869,-1532.190996
253.169477,-444.123565,-9474.636058,-1149.143247
253.169799,-592.164754,-9474.636058,-1225.752797
253.170121,-666.185348,-9030.512492,-1149.143247
253.170442,222.061783,-9474.636058,-1378.971896
253.170764,-222.061783,-9178.553681,-1378.971896
253.171086,-296.082377,-9178.553681,-1378.971896
253.171407,-370.102971,-9326.594869,-1455.581446
253.171729,-296.082377,-9474.636058,-995.924147
253.172051,-518.144159,-9326.594869,-1685.410096
253.172372,0.000000,-9474.636058,-1532.190996
253.172694,-518.144159,-9474.636058,-1225.752797
253.173015,-222.061783,-9400.615463,-1378.971896
253.173337,-296.082377,-9326.594869,-1608.800546
253.173659,0.000000,-9252.574275,-1072.533697
253.173980,0.000000,-9252.574275,-1685.410096
253.174302,-222.061783,-9252.574275,-1302.362347
253.174624,-370.102971,-9400.615463,-1378.971896
253.174945,-222.061783,-9474.636058,-1225.752797
253.175267,-592.164754,-8882.471304,-1685.410096
253.175589,0.000000,-9548.656652,-1532.190996
253.175910,-370.102971,-9252.574275,-1455.581446
253.176232,-296.082377,-9178.553681,-1532.190996
253.176554,-444.123565,-9178.553681,-1455.581446
253.176875,-222.061783,-9400.615463,-1225.752797
253.177197,-592.164754,-9400.615463,-1225.752797
253.177519,-222.061783,-9474.636058,-1455.581446
253.177840,-148.041188,-9548.656652,-1608.800546
253.178162,-296.082377,-9474.636058,-1378.971896
253.178484,-296.082377,-9400.615463,-1532.190996
253.178805,-296.082377,-9030.512492,-1455.581446
