#time,accel_x,accel_y,accel_z
397.898308,-740.205942,-9400.615463,-1685.410096
397.898630,-370.102971,-9326.594869,-1608.800546
397.898953,0.000000,-9104.533087,-1915.238745
397.899276,0.000000,-8882.471304,-1838.629195
397.899598,0.000000,-9178.553681,-1762.019645
397.899921,-444.123565,-9030.512492,-1915.238745
397.900244,-592.164754,-9548.656652,-1915.238745
397.900566,-740.205942,-9770.718434,-1991.848295
397.900889,-666.185348,-9474.636058,-2451.505594
397.901212,-370.102971,-9474.636058,-1762.019645
397.901534,-148.041188,-9326.594869,-1991.848295
397.901857,-222.061783,-9030.512492,-1991.848295
397.902180,-222.061783,-9030.512492,-2068.457845
397.902502,-222.061783,-9252.574275,-1991.848295
397.902825,-148.041188,-9918.759623,-2451.505594
397.903148,-814.226536,-9696.697840,-1762.019645
397.903470,-444.123565,-9770.718434,-2068.457845
397.903793,-592.164754,-9622.677246,-1838.629195
397.904116,-444.123565,-9252.574275,-1762.019645
397.904438,0.000000,-9030.512492,-1838.629195
397.904761,-296.082377,-8956.491898,-1991.848295
397.905083,-296.082377,-9178.553681,-1762.019645
397.905406,-444.123565,-9326.594869,-1915.238745
397.905729,-814.226536,-9622.677246,-1762.019645
397.906051,-592.164754,-9918.759623,-2374.896044
397.906374,-666.185348,-9696.697840,-1762.019645
397.906697,-444.123565,-9326.594869,-1915.238745
397.907019,-148.041188,-9104.533087,-1838.629195
397.907342,0.000000,-9030.512492,-1762.019645
397.907665,148.041188,-9178.553681,-1762.019645
397.907987,-370.102971,-9326.594869,-1608.800546
397.908310,-518.144159,-9548.656652,-1532.190996
397.908633,-740.205942,-9770.718434,-1455.581446
397.908955,-666.185348,-9770.718434,-1685.410096
397.909278,-592.164754,-9326.594869,-1608.800546
397.909601,-148.041188,-9178.553681,-1608.800546
397.909923,0.000000,-8956.491898,-1455.581446
397.910246,0.000000,-8956.491898,-1532.190996
397.910569,-222.061783,-9104.533087,-1378.971896
397.910891,-370.102971,-9548.656652,-1378.971896
397.911214,-666.185348,-9696.697840,-1762.019645
397.911537,-666.185348,-9622.677246,-995.924147
397.911859,-296.082377,-9548.656652,-1225.752797
397.912182,-444.123565,-9326.594869,-1072.533697
397.912505,0.000000,-9104.533087,-1378.971896
